timestamp,activity
1,A
4,B
6,C
11,D
14,A
16,E
17,C
20,B
24,A
25,D
29,D
30,E
32,B
33,A
34,C
35,C
39,E
40,D
41,A
43,B
46,D
48,E
49,C
52,B
56,A
57,E
58,C
63,D
66,B
69,A
71,E
72,C
75,B
79,A
80,D
84,D
85,E
87,B
88,A
89,C
91,B
93,C
94,E
95,A
98,D
99,B
101,C
103,E
106,D
110,A
111,E
112,C
117,D
118,A
120,B
121,B
125,E
126,D
127,A
128,C
129,C
133,E
134,D
137,B
140,A
142,E
143,C
146,B
147,A
151,D
152,D
155,B
156,E
157,C
158,A
161,B
162,E
166,D
168,C
169,A
171,C
173,E
174,B
179,D
183,A
184,E
185,C
188,B
193,D
196,A
198,E
199,B
204,D
206,C
207,A
210,B
211,E
212,C
215,A
217,D
218,B
221,A
222,E
223,D
224,B
225,C
226,C
230,E
231,D
235,A
236,E
237,C
240,B
245,D
246,A
248,C
250,E
251,B
256,D
257,A
260,B
261,E
262,C
263,A
265,C
267,D
268,B
269,A
271,C
272,E
273,D
276,D
278,E
279,B
283,A
284,E
288,D
290,C
293,B
294,A
296,C
298,E
299,B
304,D
305,A
308,B
309,E
311,A
313,D
314,B
315,C
316,C
317,A
320,E
321,D
322,B
326,E
327,D
328,A
329,C
331,B
333,C
334,E
335,A
338,D
340,D
343,E
344,B
346,C
350,A
351,E
353,B
358,D
360,C
361,A
365,E
366,D
369,B
371,C
372,A
376,E
377,D
379,C
380,A
382,B
383,B
385,A
387,E
388,D
390,C
391,D
393,C
395,E
396,B
400,A
401,E
405,D
407,C
410,B
411,A
413,C
415,E
416,B
420,A
421,D
425,D
426,E
427,A
428,B
429,C
430,C
432,B
433,A
435,E
436,C
437,D
439,B
442,E
443,A
444,D
445,C
448,B
449,E
453,D
454,A
457,B
458,E
459,C
464,D
468,A
469,E
471,B
475,A
476,D
478,C
479,B
481,C
483,E
486,D
487,A
489,C
491,E
492,B
497,D
499,A
501,C
502,E
504,B
505,A
508,B
509,D
513,D
514,E
515,C
516,A
519,B
520,E
524,D
526,C
527,A
530,B
531,E
535,D
537,C
538,A
540,C
542,E
543,B
545,A
548,D
549,B
552,A
553,E
554,D
555,B
556,C
557,C
561,E
562,D
566,A
567,E
569,B
574,D
576,C
577,A
581,E
582,D
584,C
587,B
588,A
592,E
593,D
595,A
596,B
598,C
600,D
601,A
603,E
604,B
606,C
607,D
609,C
611,E
612,B
614,A
616,C
617,E
621,D
624,B
625,A
627,C
629,E
630,B
635,D
639,A
640,E
644,D
646,C
649,B
650,A
654,E
655,D
658,B
660,C
661,A
663,C
665,E
668,D
669,A
671,B
672,C
675,B
676,E
677,A
679,C
680,D
682,B
685,E
687,D
690,A
692,E
693,B
698,D
700,C
701,A
704,B
705,E
706,C
711,D
712,A
715,B
716,E
717,C
719,A
722,D
724,D
725,A
726,C
727,E
728,C
729,B
731,B
734,E
736,D
739,A
741,E
742,C
747,D
750,B
751,A
754,B
755,E
756,C
759,A
761,D
764,D
766,E
767,C
768,A
770,B
773,D
775,E
776,B
778,C
782,A
783,E
787,D
790,B
792,C
795,A
797,E
798,B
801,A
803,D
805,C
806,D
808,C
809,A
810,E
811,B
812,C
816,E
817,D
820,B
822,A
824,C
825,E
827,B
832,D
836,A
837,E
838,C
843,D
844,A
846,B
847,C
850,B
851,E
852,A
855,D
857,D
859,C
860,E
862,B
864,A
867,E
868,B
873,D
875,C
876,A
878,C
880,E
883,D
884,A
886,B
889,D
891,E
892,C
893,A
895,B
898,D
900,E
901,C
904,B
908,A
909,E
913,D
915,C
918,B
920,A
923,E
925,D
928,B
930,C
931,A
934,B
935,E
936,C
939,A
941,D
942,B
946,E
947,D
948,A
949,C
950,C
954,E
955,D
958,B
962,A
963,E
965,B
969,A
970,D
972,C
974,D
977,E
978,B
980,C
981,A
984,B
985,E
986,C
991,D
994,A
996,E
999,D
1002,B
1004,C
1006,A
1009,E
1010,B
1015,D
1016,A
1017,C
1018,C
1022,E
1023,D
1026,B
1031,E
